1957;at;3;nl;Total
1957;be;4;nl;Total
1957;dk;1;nl;Total
1957;fr;1;nl;Total
1957;de;3;nl;Total
1957;it;7;nl;Total
1957;lu;1;nl;Total
1957;nl; ;nl;Total
1957;at;6;fr;Total
1957;be;4;fr;Total
1957;dk;1;fr;Total
1957;fr;2;fr;Total
1957;de; ;fr;Total
1957;at;2;dk;Total
1957;be; ;dk;Total
1957;at;1;lu;Total
1957;be; ;lu;Total
1957;at;1;de;Total
1957;be; ;de;Total
1957;at;1;it;Total
1957;be;2;it;Total
1957;dk;2;it;Total
1957;fr; ;it;Total
1957;at;1;gb;Total
1957;be;1;gb;Total
1957;dk;2;gb;Total
1957;fr; ;gb;Total
1957;at;1;be;Total
1957;be; ;be;Total
1957;at;1;ch;Total
1957;be;1;ch;Total
1957;dk; ;ch;Total
1957;at; ;at;Total
1958;at;9;fr;Total
1958;be;1;fr;Total
1958;dk;6;fr;Total
1958;fr;1;fr;Total
1958;de;1;fr;Total
1958;it;1;fr;Total
1958;lu; ;fr;Total
1958;at;4;ch;Total
1958;be;5;ch;Total
1958;dk;6;ch;Total
1958;fr;4;ch;Total
1958;de; ;ch;Total
1958;at;1;it;Total
1958;be;4;it;Total
1958;dk;1;it;Total
1958;fr;1;it;Total
1958;de;1;it;Total
1958;it; ;it;Total
1958;at;3;se;Total
1958;be;2;se;Total
1958;dk;3;se;Total
1958;fr; ;se;Total
1958;at;1;be;Total
1958;be;1;be;Total
1958;dk; ;be;Total
1958;at;1;at;Total
1958;be;1;at;Total
1958;dk;2;at;Total
1958;fr; ;at;Total
1958;at;2;de;Total
1958;be;1;de;Total
1958;dk; ;de;Total
1958;at;1;dk;Total
1958;be; ;dk;Total
1959;at;4;nl;Total
1959;be;2;nl;Total
1959;dk;7;nl;Total
1959;fr;1;nl;Total
1959;de;1;nl;Total
1959;it; ;nl;Total
1959;at;1;gb;Total
1959;be;1;gb;Total
1959;dk;2;gb;Total
1959;fr;5;gb;Total
1959;de;3;gb;Total
1959;it; ;gb;Total
1959;at;4;fr;Total
1959;be;4;fr;Total
1959;dk;1;fr;Total
1959;fr;2;fr;Total
1959;de;1;fr;Total
1959;it; ;fr;Total
1959;at;2;ch;Total
1959;be;1;ch;Total
1959;dk;1;ch;Total
1959;fr;3;ch;Total
1959;de;5;ch;Total
1959;it; ;ch;Total
1959;at;1;dk;Total
1959;be;1;dk;Total
1959;dk;4;dk;Total
1959;fr;1;dk;Total
1959;de;2;dk;Total
1959;it; ;dk;Total
1959;at;1;it;Total
1959;be;1;it;Total
1959;dk;3;it;Total
1959;fr; ;it;Total
1959;at;1;be;Total
1959;be;1;be;Total
1959;dk;2;be;Total
1959;fr; ;be;Total
1959;at;1;de;Total
1959;be;1;de;Total
1959;dk; ;de;Total
1959;at; ;se;Total
1959;at;1;at;Total
1959;be; ;at;Total
1960;at;4;fr;Total
1960;be;1;fr;Total
1960;dk;1;fr;Total
1960;fr;5;fr;Total
1960;de;2;fr;Total
1960;it;5;fr;Total
1960;lu;4;fr;Total
1960;mc;1;fr;Total
1960;nl;5;fr;Total
1960;no; ;fr;Total
1960;at;1;gb;Total
1960;be;2;gb;Total
1960;dk;5;gb;Total
1960;fr;1;gb;Total
1960;de;5;gb;Total
1960;it;2;gb;Total
1960;lu;1;gb;Total
1960;mc;4;gb;Total
1960;nl; ;gb;Total
1960;at;7;mc;Total
1960;be;1;mc;Total
1960;dk;1;mc;Total
1960;fr;1;mc;Total
1960;de; ;mc;Total
1960;at;2;no;Total
1960;be;1;no;Total
1960;dk;1;no;Total
1960;fr;4;no;Total
1960;de;1;no;Total
1960;it; ;no;Total
1960;at;4;de;Total
1960;be;2;de;Total
1960;dk;1;de;Total
1960;fr; ;de;Total
1960;at;3;be;Total
1960;be;4;be;Total
1960;dk; ;be;Total
1960;at;1;at;Total
1960;be;2;at;Total
1960;dk; ;at;Total
1960;at;1;ch;Total
1960;be;1;ch;Total
1960;dk; ;ch;Total
1960;at;2;it;Total
1960;be;1;it;Total
1960;dk; ;it;Total
1960;at;1;se;Total
1960;be; ;se;Total
1960;at;1;dk;Total
1960;be; ;dk;Total
1960;at; ;nl;Total
